url,created,content,tags,locale,product
https://support.mozilla.org/en-US/questions/1356288,2021-11-02 07:21:54 UTC,"<p>I'm enjoying the feature of the pinned ""Amazon Search"" on Firefox Home – not just a shortcut to Amazon, but a shortcut with a blue magnifying glass that adds the ""search with Amazon"" parameter to the main search bar and allows you to search <a href=""http://Amazon.com"" rel=""nofollow"">Amazon.com</a> without having to visit the site first. I was wondering if it's possible to add a custom shortcut for other search engines... for example, YouTube?
</p><p>For reference, I have a custom search keyword established in Settings for YouTube – ""@youtube"". But I want to know how I can have that keyword pinned to my Home page, just like ""@amazon"" currently is.
</p><p>Thanks in advance.
</p>","[{""name""=>""Mac OS"", ""slug""=>""mac-os""}, {""name""=>""desktop"", ""slug""=>""desktop""}, {""name""=>""customize"", ""slug""=>""customize""}, {""name""=>""Firefox 93.0"", ""slug""=>""firefox-930""}]",en-US,firefox
https://support.mozilla.org/en-US/questions/1356291,2021-11-02 07:41:44 UTC,"<p>I am trying to9 use a web site that includes the following code in the page source:
</p>
          <div class=""form-input jf-required"" id=""cid-70"">
<pre>           &lt;select class=""form-dropdown validate[required]"" id=""input_70"" name=""q70_ethnicity"" style=""width:150px"" data-component=""dropdown"" required=""""&gt;
             &lt;option data-calcvalue=""0"" value=""""&gt;  &lt;/option&gt;
             &lt;option data-calcvalue=""315236000"" value=""White British""&gt; White British &lt;/option&gt;
             &lt;option data-calcvalue=""315237009"" value=""White Irish""&gt; White Irish &lt;/option&gt;
             &lt;option data-calcvalue=""40124002"" value=""Other White Ethnicity""&gt; Other White Ethnicity &lt;/option&gt;
             &lt;option data-calcvalue=""185988007"" value=""Black Caribbean""&gt; Black Caribbean &lt;/option&gt;
             &lt;option data-calcvalue=""18167009"" value=""Black African""&gt; Black African &lt;/option&gt;
             &lt;option data-calcvalue=""315279003"" value=""Other Black Ethnicity""&gt; Other Black Ethnicity &lt;/option&gt;
             &lt;option data-calcvalue=""186003008"" value=""Bangladeshi""&gt; Bangladeshi &lt;/option&gt;
             &lt;option data-calcvalue=""414481008"" value=""Indian""&gt; Indian &lt;/option&gt;
             &lt;option data-calcvalue=""1860062003"" value=""Pakistani""&gt; Pakistani &lt;/option&gt;
             &lt;option data-calcvalue=""90087003"" value=""Arabic""&gt; Arabic &lt;/option&gt;
             &lt;option data-calcvalue=""33897005"" value=""Chinese""&gt; Chinese &lt;/option&gt;
             &lt;option data-calcvalue=""372148003"" value=""Other ethnic group""&gt; Other ethnic group &lt;/option&gt;
             &lt;option data-calcvalue=""1024701000000100"" value=""Prefer not to say""&gt; Prefer not to say &lt;/option&gt;
           &lt;/select&gt;
</pre>
          </div>
<p>In Firefox on my Macbook Pro and on y iPhone, his drop down is empty and the above code does not show in the source. If I use Safari, on my Mac, the code above is present and the drop down works as expected. Is this a construct not supported by Firefox?
</p>","[{""name""=>""Mac OS"", ""slug""=>""mac-os""}, {""name""=>""desktop"", ""slug""=>""desktop""}, {""name""=>""websites"", ""slug""=>""websites""}, {""name""=>""Firefox 93.0"", ""slug""=>""firefox-930""}]",en-US,firefox
https://support.mozilla.org/en-US/questions/1356293,2021-11-02 07:48:23 UTC,"<p>Hello. Just looked at the release notes for FF94 and am a bit concerned about this part:
</p><p>""On Windows, there will now be fewer interruptions because Firefox won’t prompt you for updates. Instead, a background agent will download and install updates even if Firefox is closed.""
</p><p>Does this mean what I think it means? Namely that:
(a) updates will be forced on us with no ""Check for updates but let you choose to install them"" option?
(b) Firefox will be running software on your PC even if the browser itself isn't running?
</p><p>I really hope I am misreading this! Thanks.
</p>","[{""name""=>""desktop"", ""slug""=>""desktop""}, {""name""=>""other"", ""slug""=>""other""}, {""name""=>""Windows 10"", ""slug""=>""windows-10""}, {""name""=>""Firefox 93.0"", ""slug""=>""firefox-930""}]",en-US,firefox
https://support.mozilla.org/en-US/questions/1356294,2021-11-02 07:53:19 UTC,"<p>In Firefox, I click on settings/General settings and I see the Default Browser box. It is checked , HOWEVER the whole area is slightly blurred and I cannot uncheck the box. Not that I want to, but the system has taken over and will not allow me to uncheck it. At the same time this happened, Microsoft EDGE   is starting to come up at various places when another app launches my web browser. Hewlett Packard is a good example. So, I tried to completely uninstall edge, with no luck. THAT uninstall box is also slightly blurred or faded, same as the Firefox default browser is. It is like Windows 10 is trying to take over my system completely.
I hope you have had experience with this since they are now messing with your controls and your settings!
Please help.
</p>","[{""name""=>""desktop"", ""slug""=>""desktop""}, {""name""=>""beta"", ""slug""=>""beta""}, {""name""=>""customize"", ""slug""=>""customize""}, {""name""=>""Windows 10"", ""slug""=>""windows-10""}, {""name""=>""Firefox 94.0"", ""slug""=>""firefox-940""}]",en-US,firefox
https://support.mozilla.org/en-US/questions/1356297,2021-11-02 07:58:56 UTC,"<p>When I download a .step file through Firefox it adds .txt at the end of the file name.
So test.step becomes test.step.txt
</p><p>When I try to open the file immediately with a .step file viewer, it gives an error saying the file type isn't supported.
This is expected, because Firefox presents it as a .txt file to the .step file viewer.
</p><p>But then when I choose ""Save file"" and save it to my downloads folder, the name changes back to .step
</p><p>I've tested this with multiple devices with a clean, up-to-date (version 94.0 64 bits) install of Firefox, but it always adds the .txt at the end of the file name.
</p><p>Is this a bug? Is there a way to change this with a extension or different version?
</p>","[{""name""=>""desktop"", ""slug""=>""desktop""}, {""name""=>""fix-problems"", ""slug""=>""fix-problems""}]",en-US,firefox
https://support.mozilla.org/en-US/questions/1356298,2021-11-02 08:07:19 UTC,"<p>I work on computers without admin rights, and i can't install add-ons,
</p><p>how to make a true portable Firefox without using registry at all
</p><p>I really don't understand that a free software allows such a blocking, even if chrome doesn't pose any problem with add-ons.
</p><p>is there a way to lanuch firefox with a option to not use registry or to redirect registry in file or in a not locked custom registry like 
</p><p>hkey_local_machine/software/policies/Mozilla_portable/Firefox
</p><p>or something like that ?
</p>","[{""name""=>""Windows 7"", ""slug""=>""windows-7""}, {""name""=>""desktop"", ""slug""=>""desktop""}, {""name""=>""privacy-and-security"", ""slug""=>""privacy-and-security_1""}, {""name""=>""Firefox 68.0"", ""slug""=>""firefox-680""}]",en-US,firefox
https://support.mozilla.org/en-US/questions/1356299,2021-11-02 08:19:06 UTC,"<p>Firefox updated to 94 on windows 10. My passwords are inaccessible.  Missing in the browser settings, but found in profile folder. Cannot get firefox to access the login.jsons files.  I tried updating logins.json, logins-backup.json, Key3.db and key4.db,  from Old Firefox data folder, but it's not working.
</p>","[{""name""=>""desktop"", ""slug""=>""desktop""}, {""name""=>""other"", ""slug""=>""other""}, {""name""=>""Windows 10"", ""slug""=>""windows-10""}, {""name""=>""Firefox 94.0"", ""slug""=>""firefox-940""}]",en-US,firefox
https://support.mozilla.org/en-US/questions/1356301,2021-11-02 08:21:04 UTC,"<p>Hello,
</p><p>I was clearing recent history when FF crashed. All open tabs were lost. Many important ones. I back up daily with Time Machine. Wondering if there's a file in Application Support, or somewhere, I could restore that would bring them back?
</p><p>I looked in the Firefox folder in AS , but nothing seems to fit. I did see Bookmark backup, but no Tabs.  Would restoring the whole folder be appropriate?
</p><p>Happened in version 93. System into attached.
</p><p>Any help much appreciated.
</p><p>PeterT
</p>",[],en-US,firefox
https://support.mozilla.org/en-US/questions/1356302,2021-11-02 08:34:26 UTC,"<p>On every start of the firefox browser it opens the previous session as wanted but additionally it also opens a new window. This window opens the page set as ""Homepage and new windows"". 
</p><pre>I would like to change the behaviour so that firefox only opens the previous session. 
</pre>
<p>Note that the following post and its answer can I stop an additional firefox window from opening at startup? <a href=""https://support.mozilla.org/en-US/questions/1282272#question-reply"" rel=""nofollow"">https://support.mozilla.org/en-US/questions/1282272#question-reply</a>
</p><pre>did not solve my problem.
</pre>
<p>Thanks in advance.
</p>","[{""name""=>""Linux"", ""slug""=>""linux""}, {""name""=>""desktop"", ""slug""=>""desktop""}, {""name""=>""fix-problems"", ""slug""=>""fix-problems""}, {""name""=>""Firefox 93.0"", ""slug""=>""firefox-930""}]",en-US,firefox
https://support.mozilla.org/en-US/questions/1356303,2021-11-02 08:43:25 UTC,"<p>I found the following css for highlighting all context menu items for Firefox 91 ESR  (not working on side-bar items from hamburger menu)
/***************************
Highlight context menu items
</p>
<ul><li><ul><li><ul><li><ul><li><ul><li><ul><li><ul><li><ul><li><ul><li><ul><li><ul><li><ul><li><ul><li><ul><li><ul><li><ul><li><ul><li><ul><li><ul><li><ul><li><ul><li><ul><li><ul><li><ul><li><ul><li><ul><li><ul><li>/
</li></ul>
</li></ul>
</li></ul>
</li></ul>
</li></ul>
</li></ul>
</li></ul>
</li></ul>
</li></ul>
</li></ul>
</li></ul>
</li></ul>
</li></ul>
</li></ul>
</li></ul>
</li></ul>
</li></ul>
</li></ul>
</li></ul>
</li></ul>
</li></ul>
</li></ul>
</li></ul>
</li></ul>
</li></ul>
</li></ul>
</li></ul>
<p>menu[_moz-menuactive=""true""], menuitem[_moz-menuactive=""true""] {
</p><pre> background-color: #e8eefd !important;  /* blue 95% lighter */
 color: #3d3dff !important; /* blue 62% darker */
 /* <a href=""https://www.w3schools.com/colors/colors_picker.asp"" rel=""nofollow"">https://www.w3schools.com/colors/colors_picker.asp</a> */
</pre>
<p>}
</p><p>How do I apply the same highlighting shown by the red arrow to the text where grey and heavy blue is used for highlighting? 
I find css very convoluted and it's hard for me to know what ids/parameters to use to get the desired effects. Any help
appreciated.
<a href=""https://user-media-prod-cdn.itsre-sumo.mozilla.net/uploads/images/2021-11-02-08-41-28-04f021.png"" rel=""nofollow"">https://user-media-prod-cdn.itsre-sumo.mozilla.net/uploads/images/2021-11-02-08-41-28-04f021.png</a>
<a href=""https://user-media-prod-cdn.itsre-sumo.mozilla.net/uploads/images/2021-11-02-08-41-46-9a2c8b.png"" rel=""nofollow"">https://user-media-prod-cdn.itsre-sumo.mozilla.net/uploads/images/2021-11-02-08-41-46-9a2c8b.png</a>
</p>","[{""name""=>""desktop"", ""slug""=>""desktop""}, {""name""=>""tabs"", ""slug""=>""tabs""}, {""name""=>""Windows 10"", ""slug""=>""windows-10""}, {""name""=>""Firefox 91.0"", ""slug""=>""firefox-910""}]",en-US,firefox
https://support.mozilla.org/en-US/questions/1356304,2021-11-02 08:48:51 UTC,"<p>Microsoft Outlook is not loading on Firefox since I updated to version 94 (Win 10) today.  I can launch other apps from <a href=""http://Office.com"" rel=""nofollow"">Office.com</a> (OneDrive, OneNote, SharePoint, etc.) but not Outlook. It is coming up as a blank screen.
</p><p>Any ideas?
</p>","[{""name""=>""desktop"", ""slug""=>""desktop""}, {""name""=>""websites"", ""slug""=>""websites""}, {""name""=>""beta"", ""slug""=>""beta""}, {""name""=>""Windows 10"", ""slug""=>""windows-10""}, {""name""=>""Firefox 94.0"", ""slug""=>""firefox-940""}]",en-US,firefox
https://support.mozilla.org/en-US/questions/1356305,2021-11-02 08:51:08 UTC,"<p>I found the following css for highlighting all context menu items for Firefox 91 ESR  (not working on side-bar items from hamburger menu)
</p><p>/* Highlight context menu items */
</p><p>menu[_moz-menuactive=""true""], menuitem[_moz-menuactive=""true""] {
</p><pre> background-color: #e8eefd !important;  /* blue 95% lighter */
 color: #3d3dff !important; /* blue 62% darker */
 /* <a href=""https://www.w3schools.com/colors/colors_picker.asp"" rel=""nofollow"">https://www.w3schools.com/colors/colors_picker.asp</a> */
</pre>
<p>}
</p><p>How do I apply the same highlighting shown by the red arrow to the text where grey and heavy blue is used for highlighting? 
I find css very convoluted and it's hard for me to know what ids/parameters to use to get the desired effects. Any help
appreciated.
</p>","[{""name""=>""desktop"", ""slug""=>""desktop""}, {""name""=>""customize"", ""slug""=>""customize""}, {""name""=>""Windows 10"", ""slug""=>""windows-10""}, {""name""=>""Firefox 91.0"", ""slug""=>""firefox-910""}]",en-US,firefox
https://support.mozilla.org/en-US/questions/1356307,2021-11-02 08:56:38 UTC,"<p>I found the following css for highlighting all context menu items for Firefox 91 ESR . I couldn't figure out why the entries from the hamburger menu were not affected. Anyone?
</p><p>/* Highlight context menu items */
</p><p>menu[_moz-menuactive=""true""], menuitem[_moz-menuactive=""true""] {
</p><pre> background-color: #e8eefd !important;  /* blue 95% lighter */
 color: #3d3dff !important; /* blue 62% darker */
</pre>
<p>}
</p><p>How do I apply the same highlighting shown by the red arrow to the text where grey and heavy blue is used for highlighting? 
I find css very convoluted and it's hard for me to know what ids/parameters to use to get the desired effects. Any help
appreciated.
</p>","[{""name""=>""desktop"", ""slug""=>""desktop""}, {""name""=>""customize"", ""slug""=>""customize""}, {""name""=>""Windows 10"", ""slug""=>""windows-10""}, {""name""=>""Firefox 91.0"", ""slug""=>""firefox-910""}]",en-US,firefox
https://support.mozilla.org/en-US/questions/1356308,2021-11-02 09:03:55 UTC,"<p>I would like to do an update of Firefox Browser.  I've been unable to log in to websites, such as my bank, for which I have been able to access.  Strange but I could log in, then for about a week I couldn't log in to bank site via my Icon shortcut.  Then it began working again under the original icon.  I was forced to use google during this time, which has worked.  I prefer Firefox, because of more privacy.  Again today, I was unable to access <a href=""http://aaa.com"" rel=""nofollow"">aaa.com</a>, I was able to sign on via my iphone 8.  Then I tried Google sign on, again it worked.  This problem is intermittent.  I thought I'd make sure Firefox Browser was updated.  I have windows 7 on this computer.  The browser update seemed to start then just hang.
</p>","[{""name""=>""Windows 7"", ""slug""=>""windows-7""}, {""name""=>""desktop"", ""slug""=>""desktop""}, {""name""=>""websites"", ""slug""=>""websites""}, {""name""=>""beta"", ""slug""=>""beta""}, {""name""=>""Firefox 94.0"", ""slug""=>""firefox-940""}]",en-US,firefox
https://support.mozilla.org/en-US/questions/1356309,2021-11-02 09:06:16 UTC,"<p>I had a theme in Firefox Color, but I decided I liked one of the new built-in color options. However, it keeps reverting to the Firefox Color theme each time I start - very annoying. Is there a way to prevent this from happening without uninstalling the extension? I don't want to lose the theme I have in Firefox Color, I just don't want it to override the one currently selected. It's a little confusing as a separate extension in the first place, but just wondering how to manage this. Thanks.
</p>","[{""name""=>""desktop"", ""slug""=>""desktop""}, {""name""=>""customize"", ""slug""=>""customize""}, {""name""=>""Windows 10"", ""slug""=>""windows-10""}, {""name""=>""Firefox 94.0"", ""slug""=>""firefox-940""}]",en-US,firefox
https://support.mozilla.org/en-US/questions/1356311,2021-11-02 09:15:54 UTC,"<p>I am working on a Squarespace 7.0 website where we are creating some pages that do not show the default LOGO at the top header. We did this by using the code insertion feature in Squarespace for each of the new pages.
</p><p>It works in Chrome, Edge, and Safari on iphones, windows PC's, and Android phones but not in Firefox on those same platforms. In Firefox it is showing the default logo for the rest of the pages. Firefox on the Ipad does work but not any other platform. The LOGO is a PNG file created in Windows 10 3D Paint.
</p><p>All versions of Firefox were updated before the tests.
</p><p>I tried everything shown at <a href=""https://support.mozilla.org/en-US/kb/fix-problems-images-not-show"" rel=""nofollow"">https://support.mozilla.org/en-US/kb/fix-problems-images-not-show</a>  and it did not solve the issue.
</p><p>The code insertion text is below:
&lt;style&gt;
.logo-image .logo img {
content: url(""<a href=""https://static1.squarespace.com/static/5a95c09fe7494024ba4db5c3/t/618067b6a8cf7a53ee52e49b/1635805111200/EVF_LOGO.png"" rel=""nofollow"">https://static1.squarespace.com/static/5a95c09fe7494024ba4db5c3/t/618067b6a8cf7a53ee52e49b/1635805111200/EVF_LOGO.png</a>"");
}
&lt;/style&gt;
</p><p>Logo file is attached.
</p><p>Any ideas?
</p><p>Jeff
</p>","[{""name""=>""desktop"", ""slug""=>""desktop""}, {""name""=>""websites"", ""slug""=>""websites""}]",en-US,firefox
https://support.mozilla.org/en-US/questions/1356313,2021-11-02 09:39:36 UTC,"<p>Unable to access Facebook with Firefox, although I can with Safari...
</p><p>How can I fix this?
</p>","[{""name""=>""Mac OS"", ""slug""=>""mac-os""}, {""name""=>""desktop"", ""slug""=>""desktop""}, {""name""=>""other"", ""slug""=>""other""}, {""name""=>""Firefox 94.0"", ""slug""=>""firefox-940""}]",en-US,firefox
https://support.mozilla.org/en-US/questions/1356314,2021-11-02 09:42:05 UTC,"<p>When there is enough room to expand, why do the context menus still show collapsed?
All these additional clicks are for the birds. Any suggestions?
</p><p>BTW Firefox ESR 78 does not do this.
</p>","[{""name""=>""desktop"", ""slug""=>""desktop""}, {""name""=>""customize"", ""slug""=>""customize""}, {""name""=>""Windows 10"", ""slug""=>""windows-10""}, {""name""=>""Firefox 91.0"", ""slug""=>""firefox-910""}]",en-US,firefox
https://support.mozilla.org/en-US/questions/1356315,2021-11-02 09:42:42 UTC,"<p>Although I can access Facebook from Safari (on my iMac) Firefox doesn't allow it.
</p>","[{""name""=>""Mac OS"", ""slug""=>""mac-os""}, {""name""=>""desktop"", ""slug""=>""desktop""}, {""name""=>""websites"", ""slug""=>""websites""}, {""name""=>""Firefox 94.0"", ""slug""=>""firefox-940""}]",en-US,firefox
https://support.mozilla.org/en-US/questions/1356316,2021-11-02 09:47:13 UTC,"<p>Hello Firefox,
</p><p>The IT department at my company's office updated our company website.
They provided instructions on how to reach the company website, but only for Microsoft Edge &amp; Chrome.
I do not use those browsers.
</p><p>How can I direct my Firefox browser to connect to our company website:  <a href=""http://cozzini.com"" rel=""nofollow"">http://cozzini.com</a> ?
</p><p>Below is how to establish a connection using the Chrome:
Chrome:
1.	On your computer, open Chrome.
2.	At the top right, click More, which is the   icon  
3.	Click Settings.
4.	Click Privacy and security
5.	Click Security 
6.	Scroll down to Use secure DNS
7.	Select With 
8.	Select Goggle (Public DNS)
</p><p>I have tried to locate a similar setting in the Firefox browser, but I can't find the setting.
</p><p>Please help.
</p><p>Regards,
</p><p>Rich Grazioli
...
</p>","[{""name""=>""desktop"", ""slug""=>""desktop""}, {""name""=>""privacy-and-security"", ""slug""=>""privacy-and-security_1""}, {""name""=>""Windows 10"", ""slug""=>""windows-10""}, {""name""=>""Firefox 93.0"", ""slug""=>""firefox-930""}]",en-US,firefox
https://support.mozilla.org/en-US/questions/1356318,2021-11-02 09:49:09 UTC,"<p>0. Open one instance of Firefox. Toggle OFF tabbed browsing. 
</p><p>1. Click a link. (Or via keyboard, move focus to a link and press Enter to activate it.) A new webpage replaces the original webpage in the Firefox window. 
</p><p>2. Click the ""Back"" button. (Or via keyboard, press Alt + left arrow.) The original webpage reappears.
</p><p>Is there a way to configure Firefox so that the link that had focus prior to activating it is remembered? 
</p><p>In other words, if I click a link that takes me to another page and then go back to the original page, I want the clicked link to have keyboard focus. What happens now is that the tab order of the original page gets reset. 
</p><p>Internet Explorer used to remember the clicked link. I believe earlier versions of Firefox worked this way, as well.
</p><p>Firefox is still the best browser for accessing the web without a mouse. Introducing (or re-introducing) this functionality would be an excellent way to enhance Firefox's accessibility and usability when browsing using only the keyboard.
</p>","[{""name""=>""desktop"", ""slug""=>""desktop""}, {""name""=>""other"", ""slug""=>""other""}, {""name""=>""Windows 10"", ""slug""=>""windows-10""}, {""name""=>""Firefox 93.0"", ""slug""=>""firefox-930""}]",en-US,firefox
https://support.mozilla.org/en-US/questions/1356322,2021-11-02 10:49:07 UTC,"<p>Hello,
</p><p>I wrote in about an hour ago, but clicking Submit resulted in a blank page - no acknowledgement or notice from you in email since. Pls forgive if you get this twice.
</p><p>I was clearing Recent History when FF crashed and lost many important open tabs. This happened with V. 93.
</p><p>I back up daily with Time Machine. I'm wondering if there's a file in Application Support or elsewhere it can restore to bring the tabs back?
</p><p>System profile attached.
</p><p>Any help appreciated.
Peter
</p>","[{""name""=>""Mac OS"", ""slug""=>""mac-os""}, {""name""=>""desktop"", ""slug""=>""desktop""}, {""name""=>""other"", ""slug""=>""other""}, {""name""=>""Firefox 93.0"", ""slug""=>""firefox-930""}]",en-US,firefox
